problem_index,problem_text,matched_topic_id,matched_topic,similarity_score
149,"정규화의 목적으로 옳지 않은 것은?
중복을 배제하여 삽입, 삭제, 갱신 이상의 발생을 야기한다.
정규화는 데이터베이스의 중복을 제거하고 데이터 무결성을 높이기 위한 과정입니다.  ...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.6569576
150,"다음에 해당하는 함수 종속의 추론 규칙은?
            X→Y이고 Y→Z이면 X→Z이다.
        
이행 규칙
문제에서 제시된 함수 종속의 규칙 ""X→Y이고 Y→Z이...",33,"데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화 등을 포함한 물리 데이터베이스 모델링에 관한 주제입니다.",0.63471794
151,"다음 R과 S 두 릴레이션에 대한 Division 연산의 수행 결과는?
            ```
R
D1  D2  D3
a   1   A
b   1   A
c   2   A
d...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.63941824
152,"player 테이블에는 player_name, team_id, height 컬럼이 존재한다. 아래 SQL문에서 문법적 오류가 있는 부분은?
            ```
(1) SE...",25,"트리거, 이벤트, 사용자 정의 함수, SQL 문법 등을 포함한 절차형 SQL 작성에 관한 주제입니다.",0.58887184
153,"데이터베이스 로그(log)를 필요로 하는 회복 기법은?
즉각 갱신 기법
데이터베이스의 복구(recovery)는 시스템 장애나 오류 발생 후 데이터베이스의 일관성을 유지하기 위해 매...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.52615124
154,"DML(Data Manipulation Language) 명령어가 아닌 것은?
ALTER
이 문제는 데이터베이스를 조작하는 명령어인 DML(Data Manipulation Lang...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.6933341
155,"다음과 같이 위쪽 릴레이션을 아래쪽 릴레이션으로 정규화를 하였을 때 어떤 정규화 작업을 한 것인가?
            ```
국가     도시
대한민국 서울, 부산
미국    ...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.6264851
156,"관계대수의 순수관계 연산자가 아닌 것은?
Cartesian Product
관계대수는 관계형 데이터베이스를 조작하는 데 사용되는 수학적 언어입니다.  여러 가지 연산자를 통해 데이터...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.7194344
157,"다음 중 SQL의 집계 함수(aggregation function)가 아닌 것은?
CREATE
이 문제는 SQL의 집계 함수 중에서 어떤 것이 집계 함수가 아닌지를 묻고 있습니다....",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.74629605
158,"릴레이션 조작 시 데이터들이 불필요하게 중복되어 예기치 않게 발생하는 곤란한 현상을 의미하는 것은?
anomaly
릴레이션(관계)은 데이터베이스에서 테이블을 의미합니다.  데이터베...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.7000445
159,"릴레이션에 대한 설명으로 거리가 먼 것은?
한 릴레이션에 포함된 튜플 사이에는 순서가 있다.
릴레이션은 데이터베이스에서 테이블과 같은 개념입니다.  테이블은 행(튜플)과 열(애트리...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.6446621
160,"다음 자바 프로그램 조건문에 대해 삼항 조건 연산자를 사용하여 옳게 나타낸 것은?
            ```c
Int i = 7, j = 9;
int k;
if (i > j)
 ...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.5690663
161,"다음 내용이 설명하는 소프트웨어 취약점은?
            메모리를 다루는 데 오류가 발생하여 잘못된 동작을 하는 프로그램 취약점
        
버퍼 오버플로
문제에서 설명...",16,"애플리케이션 패키징, 애플리케이션 배포 도구, 애플리케이션 모니터링 도구, DRM 등을 포함한 제품소프트웨어 패키징에 관한 주제입니다.",0.5974643
162,"다음 중 bash 쉘 스크립트에서 사용할 수 있는 제어문이 아닌 것은?
repeat_do
bash 쉘 스크립트는 리눅스나 유닉스 계열 운영체제에서 명령어들을 자동으로 실행하는 스크...",42,"절차적 프로그래밍 언어, 객체지향 프로그래밍 언어, 스크립트 언어, 선언형 언어 등을 포함한 언어특성 활용에 관한 주제입니다.",0.6684206
163,"IPv6에 대한 설명으로 틀린 것은?
32비트의 주소체계를 사용한다.
IPv6는 인터넷 프로토콜 버전 6으로, 기존 IPv4의 주소 부족 문제를 해결하기 위해 개발된 차세대 인터넷...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.5087029
164,"효과적인 모듈 설계를 위한 유의사항으로 거리가 먼 것은?
모듈의 기능은 예측이 가능해야 하며 지나치게 제한적 이여야 한다.
효과적인 모듈 설계를 위해서는 여러 가지 원칙을 고려해야...",14,"단위모듈 구현, 단위모듈 테스트 등을 포함한 모듈 구현에 관한 주제입니다.",0.7045741
165,"HRN 방식으로 스케줄링 할 경우, 입력된 작업이 다음과 같을 때 처리되는 작업 순서로 옳은 것은?
            ```
작업    대기시간    서비스(실행)시간
A   ...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.54646015
166,"운영체제에 대한 설명으로 거리가 먼 것은?
운영체제의 종류로는 매크로 프로세서, 어셈블러, 컴파일러 등이 있다.
이 문제는 운영체제의 역할과 기능에 대한 이해도를 묻고 있습니다. ...",44,"운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script 등을 포함한 운영체제 기초 활용에 관한 주제입니다.",0.7798202
167,"배치 프로그램의 필수 요소에 대한 설명으로 틀린 것은?
무결성은 주어진 시간 내에 처리를 완료할 수 있어야 하고, 동시에 동작하고 있는 다른 애플리케이션을 방해하지 말아야 한다.
...",40,배치 프로그램 등을 포함한 배치 프로그램 구현에 관한 주제입니다.,0.62284845
168,"TCP 프로토콜에 대한 설명으로 거리가 먼 것은?
기본 헤더 크기는 100byte이고 160byte까지 확장 가능하다.
TCP 프로토콜은 인터넷에서 데이터를 안전하고 신뢰성 있게 ...",35,"초기데이터 구축, ETL(Extraction, Transformation, Loading), 파일 처리 기술 등을 포함한 데이터 전환 기술에 관한 주제입니다.",0.56094205
169,"다음이 설명하는 응집도의 유형은?
            모듈이 다수의 관련 기능을 가질 때 모듈안의 구성 요소들이 그 기능을 순차적으로 수행할 경우의 응집도
        
절차적...",14,"단위모듈 구현, 단위모듈 테스트 등을 포함한 모듈 구현에 관한 주제입니다.",0.6810204
170,"OSI-7Layer에서 링크의 설정과 유지 및 종료를 담당하며, 노드간의 오류제어와 흐름제어 기능을 수행하는 계층은?
데이터링크 계층
OSI 7계층 모델은 네트워크 통신을 7개의 ...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.71231955
171,"다음 중 가장 결합도가 강한 것은?
common coupling
이 문제는 소프트웨어 모듈 간의 결합도(Coupling)에 대한 이해를 묻고 있습니다.  결합도란 모듈 간의 상호 ...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.63831997
172,"메모리 관리 기법 중 Worst fit 방법을 사용할 경우 10K 크기의 프로그램 실행을 위해서는 어느 부분에 할당되는가?
            ```
영역번호  메모리크기  사용...",42,"절차적 프로그래밍 언어, 객체지향 프로그래밍 언어, 스크립트 언어, 선언형 언어 등을 포함한 언어특성 활용에 관한 주제입니다.",0.5589711
173,200.1.1.0/24 네트워크를 FLSM 방식을 이용하여 10개의 Subnet으로 나누고 ip subnet-zero를 적용했다. 이때 서브네팅된 네트워크 중 10번째 네트워크의 ...,45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.6130467
174,"다음은 사용자로부터 입력받은 문자열에서 처음과 끝의 3글자를 추출한 후 합쳐서 출력하는 파이썬 코드에서 ㉠에 들어갈 내용은?
            ```plaintext
Strin...",25,"트리거, 이벤트, 사용자 정의 함수, SQL 문법 등을 포함한 절차형 SQL 작성에 관한 주제입니다.",0.6080378
175,"파이썬의 변수 작성 규칙 설명으로 옳지 않은 것은?
변수 이름의 중간에 공백을 사용할 수 있다.
파이썬 변수 작성 규칙에 대한 문제입니다.  프로그래밍에서 변수는 데이터를 저장하는...",42,"절차적 프로그래밍 언어, 객체지향 프로그래밍 언어, 스크립트 언어, 선언형 언어 등을 포함한 언어특성 활용에 관한 주제입니다.",0.60220337
176,"어떤 모듈이 다른 모듈의 내부 논리 조직을 제어하기 위한 목적으로 제어신호를 이용하여 통신하는 경우이며, 하위 모듈에서 상위 모듈로 제어신호가 이동하여 상위 모듈에게 처리 명령을 ...",14,"단위모듈 구현, 단위모듈 테스트 등을 포함한 모듈 구현에 관한 주제입니다.",0.6397304
177,"다음 C 프로그램의 결과 값은?
            ```c
main(void) {
    int i;
    int sum = 0;
    for(i =1; i<=10; i=i...",26,"DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리 등을 포함한 응용 SQL 작성에 관한 주제입니다.",0.57247823
178,"UNIX에서 새로운 프로세스를 생성하는 명령어는?
fork
UNIX 운영체제에서 새로운 프로세스를 생성하는 것은 매우 중요한 기능입니다.  프로세스란, 컴퓨터에서 실행 중인 프로그...",44,"운영체제 종류, 메모리 관리, 프로세스 스케쥴링, 환경변수, shell script 등을 포함한 운영체제 기초 활용에 관한 주제입니다.",0.6215592
179,"C언어에서 정수 자료형으로 옳은 것은?
int
C언어에서 자료형은 변수에 저장될 값의 종류와 크기를 나타냅니다.  정수 자료형은 정수 값(소수점이 없는 숫자)을 저장하는 데 사용됩...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.63403875
180,"물리적인 사물과 컴퓨터에 동일하게 표현되는 가상의 모델로 실제 물리적인 자산 대신 소프트웨어로 가상화함으로써 실제 자산의 특성에 대한 정확한 정보를 얻을 수 있고, 자산 최적화, ...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.6111256
181,"정보보안의 3대 요소에 해당하지 않는 것은?
휘발성
정보보안의 핵심은 정보 자산을 안전하게 보호하는 데 있습니다.  이를 위해서는 정보의 기밀성(비밀 유지), 무결성(데이터의 정확...",53,"Secure SDLC(Software Development Life Cycle), 입력데이터 검증 및 표현, 보안기능(인증, 접근제어, 기밀성, 권한 관리 등), 에러처리, 세션통제 등을 포함한 SW개발 보안 설계에 관한 주제입니다.",0.6265687
182,"다음 빈칸에 알맞은 기술은
            ```plaintext
(    )은/는 웹에서 제공하는 정보 및 서비스를 이용하여 새로운 소프트웨어나 서비스, 데이터베이스 등을 ...",43,"라이브러리, 데이터 입출력, 예외 처리, 프로토타입 등을 포함한 라이브러리 활용에 관한 주제입니다.",0.61911917
183,"기능점수(Functional Point)모형에서 비용산정에 이용되는 요소가 아닌 것은?
클래스 인터페이스
기능점수(Functional Point) 모형은 소프트웨어 개발 비용을 산...",13,"쿼리(Query) 성능 측정, 소스코드 인스펙션 등을 포함한 데이터 조작 프로시저 최적화에 관한 주제입니다.",0.71627814
184,"블록 암호화 방식이 아닌 것은?
RC4
이 문제는 블록 암호화 방식과 그렇지 않은 방식을 구분하는 문제입니다.  블록 암호화는 데이터를 일정 크기의 블록으로 나누어 각 블록을 독립...",53,"Secure SDLC(Software Development Life Cycle), 입력데이터 검증 및 표현, 보안기능(인증, 접근제어, 기밀성, 권한 관리 등), 에러처리, 세션통제 등을 포함한 SW개발 보안 설계에 관한 주제입니다.",0.5589247
185,"Putnam 모형을 기초로 해서 만든 자동화 추정 도구는?
SLIM
이 문제는 소프트웨어 개발 및 시스템 분석에서 자동화된 추정 도구에 대한 이해를 묻고 있습니다.  Putnam ...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.74280804
186,"큰 숫자를 소인수 분해하기 어렵다는 기반 하에 1978년 MIT에 의해 제안된 공개키 암호화 알고리즘은?
RSA
이 문제는 큰 숫자를 소인수분해하는 것이 어렵다는 수학적 원리를 이...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.57388324
187,"COCOMO 모델의 프로젝트 유형으로 거리가 먼 것은?
Sequentail
COCOMO 모델은 소프트웨어 개발 프로젝트의 개발 기간과 비용을 예측하는 모델입니다.  이 모델은 프로...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.6805403
188,"빅데이터 분석 기술 중 대량의 데이터를 분석하여 데이터 속에 내재되어 있는 변수 사이의 상호관례를 규명하여 일정한 패턴을 찾아내는 기법은?
Data Mining
이 문제는 빅데이터...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.662677
189,"기존 무선 랜의 한계 극복을 위해 등장하였으며, 대규모 디바이스의 네트워크 생성에 최적화되어 차세대 이동통신, 홈네트워킹, 공공 안전 등의 특수목적을 위한 새로운 방식의 네트워크 ...",49,"IT 신기술 및 네트워크 장비 트렌드 정보, 네트워크 장비(라우터, 백본 스위치 등) 등을 포함한 네트워크 구축 관리에 관한 주제입니다.",0.68065834
190,"DDoS 공격과 연관이 있는 공격 방법은?
Tribe Flood Network
DDoS 공격은 분산 서비스 거부 공격으로, 여러 대의 컴퓨터를 이용하여 특정 서버나 네트워크에 과도...",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.53103834
191,"CPM 네트워크가 다음과 같을 때 임계경로의 소요기일은?
            ```
시작 -> (2일) -> □ -> (2일) -> ○ -> (3일) -> ○ -> (3일) ->...",14,"단위모듈 구현, 단위모듈 테스트 등을 포함한 모듈 구현에 관한 주제입니다.",0.47942924
192,"RIP(Routing Information Protocol)에 대한 설명으로 틀린 것은?
최대 홉 카운트를 115홉 이하로 한정하고 있다.
RIP(Routing Informatio...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.56604505
193,"소프트웨어 생명주기 모형 중 고전적 생명주기 모형으로 선형 순차적 모델이라고도 하며, 타당성 검토, 계획, 요구사항 분석, 구현, 테스트, 유지보수의 단계를 통해 소프트웨어를 개발...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.7898381
194,"소프트웨어 개발 모델 중 나선형 모델의 4가지 주요 활동이 순서대로 나열된 것은?
            ⓐ 계획 수립  ⓑ 고객 평가  ⓒ 개발 및 검증  ⓓ 위험 분석
     ...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.74965715
195,"전자 칩과 같은 소프트웨어 부품, 즉 블록(모듈)을 만들어서 끼워 맞추는 방법으로 소프트웨어를 완성시키는 재사용 방법은?
합성 중심
이 문제는 소프트웨어를 개발하는 방식 중, 미리...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.70575637
196,"다음 JAVA코드에서 밑줄로 표시된 부분에는 어떤 보안 약점이 존재하는가? (단, key는 암호화 키를 저장하는 변수이다.)
            ```java
import jav...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.6997414
197,"소프트웨어 개발 표준 중 소프트웨어 품질 및 생산성 향상을 위해 소프트웨어 프로세스를 평가 및 개선하는 국제 표준은?
SPICE
소프트웨어 개발 과정에서 품질을 높이고 생산성을 향...",17,"제품소프트웨어 매뉴얼 작성, 국제 표준 제품 품질 특성 등을 포함한 제품소프트웨어 매뉴얼 작성에 관한 주제입니다.",0.7097244
198,실무적으로 검증된 개발보안 방법론 중 하나로써 SW보안의 모범 사례를 SDLC(Software Development Life Cycle)에 통합한 소프트웨어 개발 보안 생명주기 방...,53,"Secure SDLC(Software Development Life Cycle), 입력데이터 검증 및 표현, 보안기능(인증, 접근제어, 기밀성, 권한 관리 등), 에러처리, 세션통제 등을 포함한 SW개발 보안 설계에 관한 주제입니다.",0.8547802
199,"다음 LAN의 네트워크 토폴로지는?
            ```
데이터 전송 방향

스테이션1 스테이션2 스테이션3 스테이션4 스테이션5
```
        
버스형
그림에서 볼...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.54093826
200,"XP(eXtreme Programming)의 기본원리로 볼 수 없는 것은?
Linear Sequential Method
이 문제는 XP(eXtreme Programming)의 핵심...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.67564315
201,"럼바우(Rumbaugh) 객체지향 분석 기법에서 동적 모델링에 활용되는 다이어그램은?
상태 다이어그램(State Diagram)
럼바우 객체지향 분석 기법은 시스템을 객체들의 상호...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.6168285
202,"CASE(Computer Aided Software Engineering)의 주요 기능으로 옳지 않은 것은?
언어 번역
CASE(Computer Aided Software Engi...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.7456043
203,"객체지향 기법의 캡슐화(Encapsulation)에 대한 설명으로 틀린 것은?
상위 클래스의 모든 속성과 연산을 하위 클래스가 물려받는 것을 의미한다.
객체지향 기법의 핵심 개념 ...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.5830786
204,"다음 내용이 설명하는 객체지향 설계 원칙은?
            - 클라이언트는 자신이 사용하지 않는 메서드와 의존관계를 맺으면 안 된다.
- 클라이언트가 사용하지 않는 인터페이...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.5757299
205,"파이프 필터 형태의 소프트웨어 아키텍처에 대한 설명으로 옳은 것은?
서브시스템이 입력데이터를 받아 처리하고 결과를 다음 서브시스템으로 넘겨주는 과정을 반복한다.
파이프 필터 아키텍...",32,"파티셔닝, 클러스터링, 데이터베이스 백업, 테이블 저장 사이징, 데이터 지역화(locality) 등을 포함한 데이터베이스 물리속성 설계에 관한 주제입니다.",0.6667459
206,"코드화 대상 항목의 중량, 면적, 용량 등의 물리적 수치를 이용하여 만든 코드는?
표의 숫자 코드
문제에서 ""코드화 대상 항목의 중량, 면적, 용량 등의 물리적 수치를 이용하여 만...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.5890849
207,"디자인 패턴 사용의 장?단점에 대한 설명으로 거리가 먼 것은?
절차형 언어와 함께 이용될 때 효율이 극대화된다.
디자인 패턴은 소프트웨어 개발에서 반복적으로 발생하는 문제에 대한 ...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.7172122
208,"DFD(data flow diagram)에 대한 설명으로 틀린 것은?
시간 흐름을 명확하게 표현할 수 있다.
DFD는 시스템의 자료 흐름을 시각적으로 표현하는 도구입니다.  마치 ...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.67904186
209,"그래픽 표기법을 이용하여 소프트웨어 구성 요소를 모델링하는 럼바우 분석 기법에 포함되지 않는 것은?
블랙박스 분석 모델링
이 문제는 럼바우 분석 기법에서 사용하는 그래픽 표기법을 ...",3,"모델링 기법, 분석자동화 도구, 요구사항 관리 도구 등을 포함한 분석모델 확인에 관한 주제입니다.",0.7424058
210,"UML의 기본 구성요소가 아닌 것은?
Terminal
UML은 소프트웨어 시스템을 시각적으로 모델링하는 표준 언어입니다.  UML을 사용하면 복잡한 시스템을 이해하기 쉽게 그림으로...",5,"감성공학, UI 설계 도구 등을 포함한 UI 설계에 관한 주제입니다.",0.69351935
211,"소프트웨어의 상위설계에 속하지 않는 것은?
모듈 설계
소프트웨어 상위 설계는 시스템의 전체적인 구조와 흐름을 설계하는 단계입니다.  아키텍처 설계는 시스템의 기본적인 구조, 구성 ...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.77097213
212,"다음 중 자료사전(Data Dictionary)에서 선택의 의미를 나타내는 것은?
[ ]
자료사전(Data Dictionary)은 데이터베이스 시스템에서 사용되는 데이터의 구조와 ...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.6945356
213,"소프트웨어의 사용자 인터페이스개발시스템(User Interface Development System)이 가져야 할 기능이 아닌 것은?
소스 코드 분석 및 오류 복구
사용자 인터페이...",9,"시스템 아키텍쳐, 인터페이스 시스템 등을 포함한 인터페이스 대상 식별에 관한 주제입니다.",0.70612276
214,"요구 사항 명세기법에 대한 설명으로 틀린 것은?
비정형 명세기법은 사용자의 요구를 표현할 때 Z 비정형 명세기법을 사용한다.
요구사항 명세 기법은 사용자의 요구를 개발자가 이해할 ...",2,"요구 분석 기법, UML, 애자일(Agile) 등을 포함한 요구사항 확인에 관한 주제입니다.",0.6997277
215,"소프트웨어 개발 단계에서 요구 분석 과정에 대한 설명으로 거리가 먼 것은?
개발 비용이 가장 많이 소요되는 단계이다.
소프트웨어 개발 단계 중 요구 분석 단계는 사용자의 요구를 정...",3,"모델링 기법, 분석자동화 도구, 요구사항 관리 도구 등을 포함한 분석모델 확인에 관한 주제입니다.",0.74138045
216,"애자일 방법론에 해당하지 않는 것은?
모듈중심 개발
애자일 방법론은 소프트웨어 개발 과정에서 변화에 유연하게 대처하고, 고객과의 협업을 강조하는 개발 방법론입니다.  기능 중심 개...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.74193054
217,"클라이언트와 서버 간의 통신을 담당하는 시스템 소프트웨어를 무엇이라고 하는가?
미들웨어
클라이언트와 서버 간의 통신을 원활하게 중계해주는 역할을 하는 시스템 소프트웨어를 묻는 문제...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.62444425
218,"GoF(Gangs of Four) 디자인 패턴 분류에 해당하지 않는 것은?
추상 패턴
GoF 디자인 패턴은 소프트웨어 설계에서 자주 발생하는 문제들을 해결하기 위한 디자인 패턴들을...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.6871509
219,"바람직한 소프트웨어 설계 지침이 아닌 것은?
모듈 간의 결합도는 강할수록 바람직하다.
소프트웨어 설계의 목표는 유지보수가 용이하고, 오류 발생 가능성을 줄이며, 효율적인 시스템을 ...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.71333927
220,"소프트웨어 패키징 도구 활용 시 고려 사항으로 틀린 것은?
보안을 위하여 이기종 연동을 고려하지 않아도 된다.
소프트웨어 패키징은 개발된 소프트웨어를 사용자가 쉽게 설치하고 사용할...",16,"애플리케이션 패키징, 애플리케이션 배포 도구, 애플리케이션 모니터링 도구, DRM 등을 포함한 제품소프트웨어 패키징에 관한 주제입니다.",0.7244825
221,"EAI(Enterprise Application Integration) 구축유형 중 Hybrid에 대한 설명으로 틀린 것은?
중간에 미들웨어를 두지 않고 각 애플리케이션을 poin...",51,"IT 신기술 및 서버장비 트렌드 정보, 서버장비 운영(Secure-OS, 운영체제, NAS, DAS, SAN, 고가용성 등) 등을 포함한 HW 구축 관리에 관한 주제입니다.",0.64259183
222,"소스코드 품질분석 도구 중 정적분석 도구가 아닌 것은?
valance
소스코드 품질 분석 도구는 개발된 소스코드의 오류나 취약점을 찾아내어 소프트웨어 품질을 향상시키는 데 사용됩니...",16,"애플리케이션 패키징, 애플리케이션 배포 도구, 애플리케이션 모니터링 도구, DRM 등을 포함한 제품소프트웨어 패키징에 관한 주제입니다.",0.65793425
223,"다음 Postfix 연산식에 대한 연산결과로 옳은 것은?
            3 4 * 5 6 * +
        
42
이 문제는 후위 표기법(Postfix notation)...",25,"트리거, 이벤트, 사용자 정의 함수, SQL 문법 등을 포함한 절차형 SQL 작성에 관한 주제입니다.",0.6233083
224,"인터페이스 보안을 위해 네트워크 영역에 적용될 수 있는 것으로 거리가 먼 것은?
SMTP
이 문제는 인터페이스 보안을 위해 네트워크 영역에 적용될 수 있는 기술들을 묻고 있습니다....",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.6687603
225,"검증(Validation) 검사 기법 중 개발자의 장소에서 사용자가 개발자 앞에서 행해지며, 오류와 사용상의 문제점을 사용자와 개발자가 함께 확인하면서 검사하는 기법은?
알파 검사...",20,"결함관리 도구, 테스트 자동화 도구, 통합 테스트 등을 포함한 애플리케이션 통합 테스트에 관한 주제입니다.",0.6886562
226,"다음 초기 자료에 대하여 삽입 정렬(Insertion Sort)을 이용하여 오름차순 정렬할 경우 1회전 후의 결과는?
            초기 자료 : 8, 3, 4, 9, 7
...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.6280646
227,"소프트웨어 설치 매뉴얼에 대한 설명으로 틀린 것은?
설치 매뉴얼은 개발자 기준으로 작성한다.
소프트웨어 설치 매뉴얼은 사용자가 소프트웨어를 설치하는 과정을 쉽고 정확하게 안내하기 ...",17,"제품소프트웨어 매뉴얼 작성, 국제 표준 제품 품질 특성 등을 포함한 제품소프트웨어 매뉴얼 작성에 관한 주제입니다.",0.73648906
228,"인터페이스 구현 검증 도구가 아닌 것은?
ESB
이 문제는 인터페이스 구현 검증 도구를 묻고 있습니다.  소프트웨어 개발 과정에서 여러 시스템이나 모듈 간의 인터페이스가 제대로 작...",23,"인터페이스 보안, 소프트웨어 연계 테스트 등을 포함한 인터페이스 기능 구현에 관한 주제입니다.",0.80041564
