problem_index,problem_text,top_matches
184,"블록 암호화 방식이 아닌 것은?
RC4
이 문제는 블록 암호화 방식과 그렇지 않은 방식을 구분하는 문제입니다.  블록 암호화는 데이터를 일정 크기의 블록으로 나누어 각 블록을 독립...","[{'rank': 1, 'topic_id': 31, 'topic_description': '스토리지, 분산 데이터베이스, 이중화 구성, 암호화, 접근제어를 포함한 물리요소 조사 분석은 데이터베이스의 물리적 환경을 분석하는 주제입니다. 안정성과 보안성을 평가합니다.', 'combined_score': 0.5689174051778472, 'sbert_score': 0.46114674, 'keyword_score': 0.04678702532618664}, {'rank': 2, 'topic_id': 54, 'topic_description': '암호 알고리즘, 코드오류, 캡슐화, API 오용을 포함한 SW개발 보안 구현은 보안 기능을 실제로 구현하는 주제입니다. 안전한 코드를 작성합니다.', 'combined_score': 0.5636848149739678, 'sbert_score': 0.55263555, 'keyword_score': 0.028440981853549277}, {'rank': 3, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.4510718872007085, 'sbert_score': 0.51460934, 'keyword_score': 0.00921340016026718}]"
185,"Putnam 모형을 기초로 해서 만든 자동화 추정 도구는?
SLIM
이 문제는 소프트웨어 개발 및 시스템 분석에서 자동화된 추정 도구에 대한 이해를 묻고 있습니다.  Putnam ...","[{'rank': 1, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.7505290333189689, 'sbert_score': 0.74411273, 'keyword_score': 0.06504221780338577}, {'rank': 2, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.6971412792284783, 'sbert_score': 0.63179123, 'keyword_score': 0.08032222742099984}, {'rank': 3, 'topic_id': 3, 'topic_description': '모델링 기법, 분석자동화 도구, 요구사항 관리 도구를 포함한 분석모델 확인은 시스템 요구사항을 시각화하고 검증하는 주제입니다. UML 다이어그램과 자동화 도구를 사용해 분석 모델의 정확성과 일관성을 확보합니다.', 'combined_score': 0.6636893230725238, 'sbert_score': 0.670159, 'keyword_score': 0.05344617537000358}]"
186,"큰 숫자를 소인수 분해하기 어렵다는 기반 하에 1978년 MIT에 의해 제안된 공개키 암호화 알고리즘은?
RSA
이 문제는 큰 숫자를 소인수분해하는 것이 어렵다는 수학적 원리를 이...","[{'rank': 1, 'topic_id': 31, 'topic_description': '스토리지, 분산 데이터베이스, 이중화 구성, 암호화, 접근제어를 포함한 물리요소 조사 분석은 데이터베이스의 물리적 환경을 분석하는 주제입니다. 안정성과 보안성을 평가합니다.', 'combined_score': 0.5452105519521985, 'sbert_score': 0.4315132, 'keyword_score': 0.07593655758446545}, {'rank': 2, 'topic_id': 54, 'topic_description': '암호 알고리즘, 코드오류, 캡슐화, API 오용을 포함한 SW개발 보안 구현은 보안 기능을 실제로 구현하는 주제입니다. 안전한 코드를 작성합니다.', 'combined_score': 0.5142852239915898, 'sbert_score': 0.5645844, 'keyword_score': 0.023774865434334148}, {'rank': 3, 'topic_id': 39, 'topic_description': '보안 취약성 식별, API를 포함한 서버 프로그램 구현은 서버 측 애플리케이션을 개발하는 주제입니다. 안전하고 효율적인 서버 로직을 구현합니다.', 'combined_score': 0.43251510468217325, 'sbert_score': 0.4859103, 'keyword_score': 0.01662512222318319}]"
187,"COCOMO 모델의 프로젝트 유형으로 거리가 먼 것은?
Sequentail
COCOMO 모델은 소프트웨어 개발 프로젝트의 개발 기간과 비용을 예측하는 모델입니다.  이 모델은 프로...","[{'rank': 1, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.7560518753142572, 'sbert_score': 0.7561157, 'keyword_score': 0.09469602054163904}, {'rank': 2, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.7443973539663507, 'sbert_score': 0.6804967, 'keyword_score': 0.12529299328217808}, {'rank': 3, 'topic_id': 50, 'topic_description': 'IT 신기술, SW 개발 트렌드, 보안 정책을 포함한 SW 구축 관리는 소프트웨어 개발 프로젝트를 관리하는 주제입니다. 최신 트렌드와 보안을 반영합니다.', 'combined_score': 0.6142804553673227, 'sbert_score': 0.6347778, 'keyword_score': 0.06669235768010381}]"
188,"빅데이터 분석 기술 중 대량의 데이터를 분석하여 데이터 속에 내재되어 있는 변수 사이의 상호관례를 규명하여 일정한 패턴을 찾아내는 기법은?
Data Mining
이 문제는 빅데이터...","[{'rank': 1, 'topic_id': 37, 'topic_description': '데이터 품질 분석, 오류 데이터 측정을 포함한 데이터 정제는 데이터의 정확성과 완전성을 높이는 주제입니다. 데이터 오류를 식별하고 정정합니다.', 'combined_score': 0.6997803269530958, 'sbert_score': 0.6247254, 'keyword_score': 0.15553973075111863}, {'rank': 2, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.6405231020086322, 'sbert_score': 0.6561804, 'keyword_score': 0.08988547456752097}, {'rank': 3, 'topic_id': 11, 'topic_description': '스택, 큐, 리스트, 트리, 그래프를 포함한 자료구조는 데이터 저장과 처리의 효율성을 높이는 주제입니다. 알고리즘과 구조를 활용해 검색, 정렬, 순회 등의 작업을 최적화합니다.', 'combined_score': 0.6220055201659325, 'sbert_score': 0.71566087, 'keyword_score': 0.03847804098210303}]"
189,"기존 무선 랜의 한계 극복을 위해 등장하였으며, 대규모 디바이스의 네트워크 생성에 최적화되어 차세대 이동통신, 홈네트워킹, 공공 안전 등의 특수목적을 위한 새로운 방식의 네트워크 ...","[{'rank': 1, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.764141452176256, 'sbert_score': 0.70517683, 'keyword_score': 0.1468282837489468}, {'rank': 2, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.6896696348279482, 'sbert_score': 0.63509786, 'keyword_score': 0.13331373707685928}, {'rank': 3, 'topic_id': 1, 'topic_description': '플랫폼 기능, 성능 특성, 운영체제, 네트워크, DBMS, 비즈니스융합분석을 포함한 현행 시스템 분석은 시스템의 하드웨어 및 소프트웨어 구성, 성능, 인터페이스를 평가하는 주제입니다. 이를 통해 시스템의 병목 현상을 식별하고 최적화 방안을 도출합니다.', 'combined_score': 0.42636179277555286, 'sbert_score': 0.4619558, 'keyword_score': 0.04169715509195174}]"
190,"DDoS 공격과 연관이 있는 공격 방법은?
Tribe Flood Network
DDoS 공격은 분산 서비스 거부 공격으로, 여러 대의 컴퓨터를 이용하여 특정 서버나 네트워크에 과도...","[{'rank': 1, 'topic_id': 55, 'topic_description': '서비스 공격 유형, 서버 인증, 접근통제, 보안 아키텍처를 포함한 시스템 보안 설계는 시스템 전체의 보안을 설계하는 주제입니다. 외부 위협에 대응합니다.', 'combined_score': 0.5866926725307691, 'sbert_score': 0.48336583, 'keyword_score': 0.0457517592137661}, {'rank': 2, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.4530649247565984, 'sbert_score': 0.46955386, 'keyword_score': 0.017710922472432944}, {'rank': 3, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.4357508505453087, 'sbert_score': 0.45469642, 'keyword_score': 0.016469196075487767}]"
191,"CPM 네트워크가 다음과 같을 때 임계경로의 소요기일은?
            ```
시작 -> (2일) -> □ -> (2일) -> ○ -> (3일) -> ○ -> (3일) ->...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.48795005679130554, 'sbert_score': 0.60993755, 'keyword_score': 0.0}, {'rank': 2, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.454642117023468, 'sbert_score': 0.56830263, 'keyword_score': 0.0}, {'rank': 3, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.44997960329055786, 'sbert_score': 0.5624745, 'keyword_score': 0.0}]"
192,"RIP(Routing Information Protocol)에 대한 설명으로 틀린 것은?
최대 홉 카운트를 115홉 이하로 한정하고 있다.
RIP(Routing Informatio...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.6864920671360951, 'sbert_score': 0.6081151, 'keyword_score': 0.04552080056653881}, {'rank': 2, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.5260223608923729, 'sbert_score': 0.53083223, 'keyword_score': 0.02306916383119273}, {'rank': 3, 'topic_id': 10, 'topic_description': '내외부 송수신, 데이터 명세화, 오류 처리 방안 명세화, 미들웨어 솔루션을 포함한 인터페이스 상세 설계는 인터페이스의 세부 구현을 설계하는 주제입니다. 데이터 흐름과 오류 대응 전략을 구체화합니다.', 'combined_score': 0.40614834427833557, 'sbert_score': 0.5076854, 'keyword_score': 0.0}]"
193,"소프트웨어 생명주기 모형 중 고전적 생명주기 모형으로 선형 순차적 모델이라고도 하며, 타당성 검토, 계획, 요구사항 분석, 구현, 테스트, 유지보수의 단계를 통해 소프트웨어를 개발...","[{'rank': 1, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.853227567454661, 'sbert_score': 0.81653446, 'keyword_score': 0.09171427070989421}, {'rank': 2, 'topic_id': 19, 'topic_description': '테스트 케이스, 테스트 레벨, 테스트 시나리오, 테스트 지식 체계를 포함한 애플리케이션 테스트케이스 설계는 소프트웨어 품질을 검증하는 주제입니다. 체계적인 테스트 계획을 수립합니다.', 'combined_score': 0.7782573270258446, 'sbert_score': 0.74483347, 'keyword_score': 0.0836390712400216}, {'rank': 3, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.7717504454067718, 'sbert_score': 0.72685766, 'keyword_score': 0.08724974845330616}]"
194,"소프트웨어 개발 모델 중 나선형 모델의 4가지 주요 활동이 순서대로 나열된 것은?
            ⓐ 계획 수립  ⓑ 고객 평가  ⓒ 개발 및 검증  ⓓ 위험 분석
     ...","[{'rank': 1, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.7894808767278398, 'sbert_score': 0.7368511, 'keyword_score': 0.10268648287832241}, {'rank': 2, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.7650652165469092, 'sbert_score': 0.763389, 'keyword_score': 0.07925034677324726}, {'rank': 3, 'topic_id': 50, 'topic_description': 'IT 신기술, SW 개발 트렌드, 보안 정책을 포함한 SW 구축 관리는 소프트웨어 개발 프로젝트를 관리하는 주제입니다. 최신 트렌드와 보안을 반영합니다.', 'combined_score': 0.6484980576471594, 'sbert_score': 0.64535135, 'keyword_score': 0.06788448811735284}]"
195,"전자 칩과 같은 소프트웨어 부품, 즉 블록(모듈)을 만들어서 끼워 맞추는 방법으로 소프트웨어를 완성시키는 재사용 방법은?
합성 중심
이 문제는 소프트웨어를 개발하는 방식 중, 미리...","[{'rank': 1, 'topic_id': 6, 'topic_description': '설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도를 포함한 공통 모듈 설계는 소프트웨어의 재사용 가능한 구성 요소를 설계하는 주제입니다. 모듈 간 독립성을 높이고 시스템 구조를 최적화합니다.', 'combined_score': 0.8230965254356845, 'sbert_score': 0.77887064, 'keyword_score': 0.08568486955666146}, {'rank': 2, 'topic_id': 16, 'topic_description': '애플리케이션 패키징, 배포 도구, 모니터링 도구, DRM을 포함한 제품소프트웨어 패키징은 소프트웨어를 배포 가능한 형태로 만드는 주제입니다. 안정적인 배포와 저작권 보호를 목표로 합니다.', 'combined_score': 0.6414562044833853, 'sbert_score': 0.6611539, 'keyword_score': 0.04821189886626236}, {'rank': 3, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.6243117735467787, 'sbert_score': 0.6872139, 'keyword_score': 0.03193502659573459}]"
196,"다음 JAVA코드에서 밑줄로 표시된 부분에는 어떤 보안 약점이 존재하는가? (단, key는 암호화 키를 저장하는 변수이다.)
            ```java
import jav...","[{'rank': 1, 'topic_id': 54, 'topic_description': '암호 알고리즘, 코드오류, 캡슐화, API 오용을 포함한 SW개발 보안 구현은 보안 기능을 실제로 구현하는 주제입니다. 안전한 코드를 작성합니다.', 'combined_score': 0.7040574495871135, 'sbert_score': 0.70002675, 'keyword_score': 0.06269930103832064}, {'rank': 2, 'topic_id': 56, 'topic_description': '로그 분석, 보안 솔루션, 취약점 분석을 포함한 시스템 보안 구현은 보안 시스템을 운영하고 점검하는 주제입니다. 시스템의 취약점을 식별하고 대응합니다.', 'combined_score': 0.5828457886654631, 'sbert_score': 0.55137223, 'keyword_score': 0.06170330357821382}, {'rank': 3, 'topic_id': 31, 'topic_description': '스토리지, 분산 데이터베이스, 이중화 구성, 암호화, 접근제어를 포함한 물리요소 조사 분석은 데이터베이스의 물리적 환경을 분석하는 주제입니다. 안정성과 보안성을 평가합니다.', 'combined_score': 0.5434058127490194, 'sbert_score': 0.42925727, 'keyword_score': 0.08706056760462712}]"
197,"소프트웨어 개발 표준 중 소프트웨어 품질 및 생산성 향상을 위해 소프트웨어 프로세스를 평가 및 개선하는 국제 표준은?
SPICE
소프트웨어 개발 과정에서 품질을 높이고 생산성을 향...","[{'rank': 1, 'topic_id': 17, 'topic_description': '제품소프트웨어 매뉴얼 작성, 국제 표준 제품 품질 특성을 포함한 매뉴얼 작성은 사용자와 개발자를 위한 문서를 작성하는 주제입니다. ISO/IEC 품질 표준을 준수해 명확성을 확보합니다.', 'combined_score': 0.7658190254834909, 'sbert_score': 0.72336924, 'keyword_score': 0.19277556519718458}, {'rank': 2, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.7592653154356162, 'sbert_score': 0.69908166, 'keyword_score': 0.20604087971564922}, {'rank': 3, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.7414339380290915, 'sbert_score': 0.72102606, 'keyword_score': 0.16958512704986467}]"
198,실무적으로 검증된 개발보안 방법론 중 하나로써 SW보안의 모범 사례를 SDLC(Software Development Life Cycle)에 통합한 소프트웨어 개발 보안 생명주기 방...,"[{'rank': 1, 'topic_id': 53, 'topic_description': 'Secure SDLC, 입력데이터 검증, 인증, 접근제어, 세션통제를 포함한 SW개발 보안 설계는 소프트웨어 개발에서 보안을 강화하는 주제입니다. 보안 취약점을 최소화합니다.', 'combined_score': 0.871640992069386, 'sbert_score': 0.8395512, 'keyword_score': 0.21002704820085968}, {'rank': 2, 'topic_id': 50, 'topic_description': 'IT 신기술, SW 개발 트렌드, 보안 정책을 포함한 SW 구축 관리는 소프트웨어 개발 프로젝트를 관리하는 주제입니다. 최신 트렌드와 보안을 반영합니다.', 'combined_score': 0.75579033010736, 'sbert_score': 0.74485976, 'keyword_score': 0.16791924028219213}, {'rank': 3, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.7375755196057026, 'sbert_score': 0.74318004, 'keyword_score': 0.15020238364510025}]"
199,"다음 LAN의 네트워크 토폴로지는?
            ```
데이터 전송 방향

스테이션1 스테이션2 스테이션3 스테이션4 스테이션5
```
        
버스형
그림에서 볼...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.6724582728872182, 'sbert_score': 0.59057283, 'keyword_score': 0.07013597558867753}, {'rank': 2, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.5768310197330291, 'sbert_score': 0.5009328, 'keyword_score': 0.06174938350198605}, {'rank': 3, 'topic_id': 1, 'topic_description': '플랫폼 기능, 성능 특성, 운영체제, 네트워크, DBMS, 비즈니스융합분석을 포함한 현행 시스템 분석은 시스템의 하드웨어 및 소프트웨어 구성, 성능, 인터페이스를 평가하는 주제입니다. 이를 통해 시스템의 병목 현상을 식별하고 최적화 방안을 도출합니다.', 'combined_score': 0.42217288263356584, 'sbert_score': 0.43299276, 'keyword_score': 0.026574055338176746}]"
200,"XP(eXtreme Programming)의 기본원리로 볼 수 없는 것은?
Linear Sequential Method
이 문제는 XP(eXtreme Programming)의 핵심...","[{'rank': 1, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.6542364333329613, 'sbert_score': 0.65213794, 'keyword_score': 0.03498682254574022}, {'rank': 2, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.653992134674291, 'sbert_score': 0.64720654, 'keyword_score': 0.03596383545450351}, {'rank': 3, 'topic_id': 15, 'topic_description': 'IDE 도구, 협업도구, 형상관리 도구를 포함한 통합 구현 관리는 소프트웨어 개발 환경을 관리하는 주제입니다. 팀 협업과 코드 버전 관리를 통해 개발 효율성을 높입니다.', 'combined_score': 0.6179086414307523, 'sbert_score': 0.5480436, 'keyword_score': 0.04738097717668843}]"
201,"럼바우(Rumbaugh) 객체지향 분석 기법에서 동적 모델링에 활용되는 다이어그램은?
상태 다이어그램(State Diagram)
럼바우 객체지향 분석 기법은 시스템을 객체들의 상호...","[{'rank': 1, 'topic_id': 7, 'topic_description': '객체지향 프로그래밍(OOP), 디자인 패턴을 포함한 객체지향 설계는 클래스, 상속, 다형성, 캡슐화를 통해 소프트웨어 구조를 설계하는 주제입니다. GoF 디자인 패턴(예: Factory, Singleton)을 활용해 유지보수성을 향상시킵니다.', 'combined_score': 0.6892162974851597, 'sbert_score': 0.61152035, 'keyword_score': 0.05266563479530743}, {'rank': 2, 'topic_id': 1, 'topic_description': '플랫폼 기능, 성능 특성, 운영체제, 네트워크, DBMS, 비즈니스융합분석을 포함한 현행 시스템 분석은 시스템의 하드웨어 및 소프트웨어 구성, 성능, 인터페이스를 평가하는 주제입니다. 이를 통해 시스템의 병목 현상을 식별하고 최적화 방안을 도출합니다.', 'combined_score': 0.5934140736773552, 'sbert_score': 0.6261866, 'keyword_score': 0.024348573952598082}, {'rank': 3, 'topic_id': 3, 'topic_description': '모델링 기법, 분석자동화 도구, 요구사항 관리 도구를 포함한 분석모델 확인은 시스템 요구사항을 시각화하고 검증하는 주제입니다. UML 다이어그램과 자동화 도구를 사용해 분석 모델의 정확성과 일관성을 확보합니다.', 'combined_score': 0.5519741409459309, 'sbert_score': 0.59905255, 'keyword_score': 0.019152406994528196}]"
202,"CASE(Computer Aided Software Engineering)의 주요 기능으로 옳지 않은 것은?
언어 번역
CASE(Computer Aided Software Engi...","[{'rank': 1, 'topic_id': 47, 'topic_description': '소프트웨어 생명주기 모델, 개발 방법론, 요구공학 방법론, 비용산정 모델을 포함한 소프트웨어개발 방법론 선정은 프로젝트에 적합한 개발 방식을 선택하는 주제입니다. 효율적인 개발 프로세스를 설계합니다.', 'combined_score': 0.7741811989240748, 'sbert_score': 0.71772647, 'keyword_score': 0.13358558788626954}, {'rank': 2, 'topic_id': 48, 'topic_description': '소프트웨어 개발 표준, 테일러링 기준, 개발 프레임워크를 포함한 소프트웨어개발 방법론 테일러링은 개발 프로세스를 프로젝트에 맞게 조정하는 주제입니다. 유연한 개발 방식을 적용합니다.', 'combined_score': 0.7489989505555169, 'sbert_score': 0.73095334, 'keyword_score': 0.10969798553746442}, {'rank': 3, 'topic_id': 15, 'topic_description': 'IDE 도구, 협업도구, 형상관리 도구를 포함한 통합 구현 관리는 소프트웨어 개발 환경을 관리하는 주제입니다. 팀 협업과 코드 버전 관리를 통해 개발 효율성을 높입니다.', 'combined_score': 0.7262817377295248, 'sbert_score': 0.7676187, 'keyword_score': 0.07493267491352981}]"
203,"객체지향 기법의 캡슐화(Encapsulation)에 대한 설명으로 틀린 것은?
상위 클래스의 모든 속성과 연산을 하위 클래스가 물려받는 것을 의미한다.
객체지향 기법의 핵심 개념 ...","[{'rank': 1, 'topic_id': 7, 'topic_description': '객체지향 프로그래밍(OOP), 디자인 패턴을 포함한 객체지향 설계는 클래스, 상속, 다형성, 캡슐화를 통해 소프트웨어 구조를 설계하는 주제입니다. GoF 디자인 패턴(예: Factory, Singleton)을 활용해 유지보수성을 향상시킵니다.', 'combined_score': 0.7347153539661406, 'sbert_score': 0.66839415, 'keyword_score': 0.04197660577605481}, {'rank': 2, 'topic_id': 54, 'topic_description': '암호 알고리즘, 코드오류, 캡슐화, API 오용을 포함한 SW개발 보안 구현은 보안 기능을 실제로 구현하는 주제입니다. 안전한 코드를 작성합니다.', 'combined_score': 0.600465147809231, 'sbert_score': 0.62028646, 'keyword_score': 0.021877362425106232}, {'rank': 3, 'topic_id': 26, 'topic_description': 'DML, DCL, 윈도우 함수, 그룹 함수, 오류 처리를 포함한 응용 SQL 작성은 데이터 조작과 권한 관리를 위한 쿼리를 작성하는 주제입니다. 복잡한 데이터 분석을 지원합니다.', 'combined_score': 0.576740375888062, 'sbert_score': 0.5431731, 'keyword_score': 0.029845770187895006}]"
204,"다음 내용이 설명하는 객체지향 설계 원칙은?
            - 클라이언트는 자신이 사용하지 않는 메서드와 의존관계를 맺으면 안 된다.
- 클라이언트가 사용하지 않는 인터페이...","[{'rank': 1, 'topic_id': 8, 'topic_description': '내외부 인터페이스 요구사항, 요구공학을 포함한 인터페이스 요구사항 확인은 시스템 간 데이터 교환 요구사항을 정의하는 주제입니다. 인터페이스의 기능과 표준을 명확히 설정해 상호운용성을 확보합니다.', 'combined_score': 0.6930159243607028, 'sbert_score': 0.67059386, 'keyword_score': 0.08466417233182155}, {'rank': 2, 'topic_id': 9, 'topic_description': '시스템 아키텍처, 인터페이스 시스템을 포함한 인터페이스 대상 식별은 시스템 간 연결 대상을 식별하는 주제입니다. 인터페이스의 구조와 역할을 분석해 통합 설계를 지원합니다.', 'combined_score': 0.6833343623219703, 'sbert_score': 0.60416794, 'keyword_score': 0.10816882367181986}, {'rank': 3, 'topic_id': 22, 'topic_description': '인터페이스 기능 확인, 데이터 표준 확인을 포함한 인터페이스 설계 확인은 인터페이스 설계의 적합성을 검증하는 주제입니다. 표준 준수와 기능 완성도를 평가합니다.', 'combined_score': 0.5978645430799926, 'sbert_score': 0.52600527, 'keyword_score': 0.09576202773685008}]"
